stock,EPS,P/E,growth_5_years,actual price,intrinsic value,price evaluation
MSFT,12.43,31.94,14.10%,392.53,452.99320220000004,0.866525144513526
KO,2.46,28.95,7.78%,70.87,76.75768260000001,0.9232952012024396
SAAB-B.ST,7.73,41.34,24.38%,318.2,397.4664891600001,0.8005706359609819
META,23.85,28.02,15.07%,658.24,768.9863439000001,0.8559839914213071
